,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Trajectories,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,
,,ZED:TOP,,,ZED:BL,,,ZED:BR,,,ZED:FR,,,ZED:FL,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3764,0,-890.807007,282.656464,948.2005,-981.597656,518.599487,808.763245,-1061.085815,316.826874,710.486938,-849.040283,276.14566,683.240723,-788.912048,443.704071,746.250244
3765,0,-891.058289,284.475311,949.033081,-981.821228,520.127258,809.138245,-1061.22937,318.173096,711.231323,-849.195862,277.477631,684.131592,-789.104675,445.151337,746.843384
3766,0,-891.276184,286.310242,949.919739,-982.049988,521.654114,809.546509,-1061.452515,319.467072,711.945374,-849.314514,278.731476,685.040161,-789.26593,446.585541,747.455383
3767,0,-891.490906,288.094299,950.778564,-982.22168,523.171265,809.887817,-1061.543945,320.787109,712.741638,-849.484985,280.030731,685.923645,-789.460022,448.000641,748.001221
3768,0,-891.699036,289.896332,951.64856,-982.417908,524.705322,810.29364,-1061.717651,322.160889,713.486572,-849.640625,281.300537,686.810303,-789.620789,449.37912,748.561279
3769,0,-891.892944,291.685181,952.481018,-982.558289,526.247742,810.616272,-1062.043945,323.540131,714.326355,-849.757324,282.59552,687.684265,-789.777832,450.77359,749.124573
3770,0,-892.100281,293.5,953.336792,-982.732361,527.783264,811.02179,-1062.031982,324.736298,715.075317,-849.915283,283.862244,688.536499,-789.928345,452.169678,749.636597
3771,0,-892.279297,295.315735,954.176147,-982.858032,529.299866,811.324585,-1062.212891,326.140564,715.798706,-850.097534,285.138062,689.411499,-790.078125,453.524231,750.200012
3772,0,-892.491455,297.113495,954.988953,-982.979431,530.809326,811.697388,-1062.369995,327.450043,716.588867,-850.25415,286.373596,690.26593,-790.189941,454.928314,750.760254
3773,0,-892.677002,298.882141,955.806946,-983.129761,532.355408,812.043884,-1062.510132,328.755157,717.359863,-850.415405,287.647217,691.117615,-790.371155,456.241516,751.250061
3774,0,-892.848816,300.657684,956.629395,-983.216858,533.866394,812.399963,-1062.674805,330.10202,718.146606,-850.562439,288.896027,691.959045,-790.486084,457.607422,751.778015
3775,0,-893.043091,302.451019,957.441467,-983.344849,535.375122,812.75647,-1062.831299,331.46994,718.877808,-850.720459,290.166046,692.788879,-790.587158,458.980743,752.30072
3776,0,-893.218872,304.217163,958.245972,-983.470825,536.891907,813.079041,-1063.029053,332.80365,719.610107,-850.902161,291.401642,693.61731,-790.746887,460.295044,752.771362
3777,0,-893.41748,305.988953,959.045349,-983.563782,538.419006,813.409241,-1063.194458,334.154572,720.370605,-851.067444,292.615906,694.455933,-790.853333,461.626709,753.292297
3778,0,-893.587463,307.739807,959.832642,-983.722717,539.905945,813.788879,-1063.449951,335.680756,721.03363,-851.22644,293.857117,695.258057,-790.980957,463.011047,753.784485
3779,0,-893.773743,309.496674,960.609253,-983.797791,541.368896,814.058411,-1063.466187,336.816376,721.78894,-851.369812,295.105804,696.07666,-791.109985,464.347565,754.266296
3780,0,-893.945557,311.243378,961.393433,-983.966736,542.88269,814.430481,-1063.597778,338.155579,722.536499,-851.491638,296.364807,696.875549,-791.232544,465.656189,754.748474
3781,0,-894.109924,312.974335,962.149719,-984.086304,544.327637,814.757385,-1063.77063,339.471222,723.211731,-851.656677,297.582642,697.67572,-791.36145,467.01767,755.249695
3782,0,-894.287292,314.673004,962.931824,-984.178223,545.792908,815.007568,-1063.970825,340.734253,723.920532,-851.768311,298.766022,698.48761,-791.500122,468.308167,755.730347
3783,0,-894.466492,316.407013,963.654358,-984.327209,547.244263,815.303955,-1064.024902,342.04248,724.59729,-851.905884,300.014496,699.271545,-791.635742,469.658661,756.204468
3784,0,-894.625,318.117767,964.408813,-984.475159,548.669617,815.593994,-1064.186157,343.309174,725.250427,-852.019714,301.242889,700.065918,-791.715393,471.040405,756.714233
3785,0,-894.803894,319.832153,965.131836,-984.625732,550.090515,815.901794,-1064.44165,344.685394,725.868103,-852.113098,302.455139,700.833435,-791.861511,472.334717,757.163635
3786,0,-894.947693,321.518127,965.86322,-984.756348,551.518188,816.177612,-1064.429565,345.833466,726.523499,-852.21698,303.685577,701.584045,-792.01416,473.647949,757.639893
3787,0,-895.084412,323.212982,966.591797,-984.922424,552.927551,816.473145,-1064.536011,347.099854,727.146484,-852.323486,304.907379,702.36322,-792.109619,475.00354,758.114502
3788,0,-895.249329,324.916779,967.301758,-985.033569,554.329712,816.766113,-1064.676636,348.31424,727.768127,-852.396667,306.108734,703.121643,-792.254639,476.274353,758.565125
3789,0,-895.376831,326.575592,968.00708,-985.149414,555.721313,817.035889,-1064.746216,349.55426,728.395569,-852.512268,307.325897,703.860168,-792.410217,477.396057,758.90271
3790,0,-895.502075,328.25296,968.723633,-985.288757,557.135132,817.30072,-1064.858154,350.828369,729.047241,-852.613953,308.514801,704.600037,-792.480591,478.860931,759.416321
3791,0,-895.631409,329.911224,969.411194,-985.409912,558.528442,817.618591,-1064.974854,352.052307,729.668274,-852.702209,309.719543,705.345581,-792.570007,480.138153,759.855957
3792,0,-895.756165,331.584839,970.093933,-985.495361,559.923218,817.8396,-1065.110596,353.299042,730.260071,-852.795898,310.901855,706.072754,-792.670837,481.427704,760.300659
3793,0,-895.892761,333.240784,970.802368,-985.615906,561.312988,818.168884,-1065.185181,354.642029,730.901062,-852.880066,312.088348,706.775513,-792.758484,482.707916,760.718994
3794,0,-896.017517,334.89447,971.471252,-985.676941,562.704712,818.384155,-1065.278687,355.851624,731.510132,-853.007996,313.269348,707.516357,-792.850098,483.975983,761.135132
3795,0,-896.144043,336.541351,972.150024,-985.749512,564.070007,818.644043,-1065.466919,357.196655,732.126587,-853.116272,314.435974,708.243774,-792.96283,485.212769,761.573792
3796,0,-896.27948,338.170715,972.823792,-985.829529,565.447021,818.916931,-1065.509644,358.351166,732.743835,-853.230957,315.59079,708.943665,-793.038696,486.48111,761.958618
3797,0,-896.397034,339.804688,973.476074,-985.909851,566.843384,819.161011,-1065.612793,359.565491,733.345215,-853.328003,316.762238,709.665405,-793.132812,487.723022,762.401123
3798,0,-896.536865,341.422424,974.129822,-986.01239,568.220398,819.407166,-1065.8302,360.896606,733.988586,-853.46051,317.919464,710.354126,-793.209534,488.970245,762.809631
3799,0,-896.657104,343.043213,974.783142,-986.106262,569.567688,819.62915,-1065.649292,361.997955,734.440796,-853.548401,319.065735,711.032776,-793.329468,490.177795,763.187378
3800,0,-896.799011,344.661011,975.425659,-986.197388,570.93335,819.883667,-1065.901978,363.258942,735.119629,-853.677124,320.226685,711.718323,-793.415894,491.43811,763.584656
3801,0,-896.938782,346.256805,976.073669,-986.293579,572.27417,820.102539,-1066.02417,364.480743,735.708618,-853.806641,321.364746,712.428467,-793.50531,492.684784,764.002075
3802,0,-897.101074,347.859894,976.703857,-986.370117,573.613586,820.350159,-1066.119507,365.665131,736.300781,-853.918213,322.483673,713.091064,-793.614319,493.890503,764.381287
3803,0,-897.246033,349.43808,977.3255,-986.522644,574.952393,820.635254,-1066.258911,366.871399,736.867493,-854.063538,323.614716,713.760986,-793.707397,495.115387,764.790039
3804,0,-897.394836,351.013916,977.939575,-986.606934,576.252075,820.81366,-1066.472534,368.288513,737.349976,-854.173096,324.747284,714.440002,-793.816956,496.317352,765.149658
3805,0,-897.562317,352.574768,978.562317,-986.714355,577.568542,821.038452,-1066.490234,369.245972,737.982422,-854.286682,325.861084,715.088745,-793.962524,497.530304,765.562561
3806,0,-897.704346,354.134857,979.150513,-986.85437,578.862244,821.25946,-1066.585083,370.364624,738.546143,-854.380188,327.013184,715.742065,-794.069031,498.709534,765.924927
3807,0,-897.868713,355.68161,979.746704,-987.014526,580.13269,821.467163,-1066.722412,371.522186,739.074036,-854.47345,328.121063,716.408081,-794.199768,499.915741,766.309692
3808,0,-898.032837,357.219177,980.360107,-987.175659,581.421753,821.66864,-1066.856445,372.67569,739.595459,-854.559937,329.251068,717.061951,-794.31488,501.121216,766.67334
3809,0,-898.176147,358.732697,980.937866,-987.303406,582.667969,821.85907,-1066.947998,373.757812,740.156006,-854.649536,330.360962,717.69165,-794.439331,502.359558,767.071655
3810,0,-898.321106,360.285919,981.520691,-987.446167,583.931702,822.065918,-1067.061279,374.889374,740.669739,-854.754333,331.456635,718.336182,-794.552917,503.547852,767.457275
3811,0,-898.482422,361.805511,982.102661,-987.602905,585.204895,822.27124,-1067.179565,376.004059,741.191223,-854.853516,332.572235,718.977539,-794.676636,504.738281,767.807678
3812,0,-898.645386,363.329041,982.667053,-987.717224,586.457581,822.473755,-1067.280151,377.140961,741.733521,-854.979675,333.640961,719.606262,-794.88916,505.713287,768.056641
3813,0,-898.774963,364.823456,983.249939,-987.825745,587.728271,822.67749,-1067.412231,378.270416,742.224182,-855.089233,334.753174,720.21936,-794.929138,507.022614,768.494934
3814,0,-898.949219,366.346252,983.818787,-987.961243,589.003662,822.869507,-1067.544678,379.4711,742.75116,-855.220032,335.823334,720.8255,-795.072876,508.168701,768.814087
3815,0,-899.112183,367.858429,984.362,-988.046143,590.251953,823.057739,-1067.656494,380.599335,743.290771,-855.358154,336.924805,721.458496,-795.185547,509.288239,769.192688
3816,0,-899.265686,369.35614,984.919922,-988.155151,591.531006,823.256165,-1067.787964,381.761719,743.811218,-855.489929,337.987305,722.054504,-795.273682,510.445587,769.525696
3817,0,-899.42511,370.865265,985.473328,-988.237244,592.801636,823.436157,-1067.945801,382.914032,744.314941,-855.617615,339.074219,722.655273,-795.395691,511.601685,769.861694
3818,0,-899.601318,372.380554,986.030762,-988.358887,594.042114,823.620178,-1068.090942,384.060791,744.839417,-855.79248,340.125732,723.29248,-795.512573,512.717224,770.197327
3819,0,-899.742371,373.864532,986.573975,-988.454102,595.293274,823.792419,-1068.207397,385.211914,745.351746,-855.937805,341.210114,723.894165,-795.625916,513.859131,770.514893
3820,0,-899.925354,375.367737,987.115417,-988.577332,596.547729,823.988892,-1068.35144,386.32959,745.864807,-856.06543,342.273224,724.475159,-795.744263,515.010132,770.884705
3821,0,-900.11438,376.851562,987.672668,-988.709778,597.811096,824.154175,-1068.51355,387.469391,746.344543,-856.217712,343.342194,725.085205,-795.837891,516.144287,771.194153
3822,0,-900.273682,378.354889,988.205872,-988.817017,599.040466,824.33374,-1068.651123,388.598755,746.847778,-856.358887,344.434143,725.683899,-795.991638,517.308044,771.54834
3823,0,-900.436279,379.840668,988.762085,-988.949036,600.282593,824.517578,-1068.625,389.638062,747.246521,-856.490356,345.511993,726.273804,-796.12616,518.422302,771.891907
3824,0,-900.626221,381.34137,989.277039,-989.103577,601.516174,824.675171,-1068.851929,390.812225,747.825867,-856.617981,346.594879,726.844482,-796.256775,519.593323,772.213623
3825,0,-900.824341,382.825867,989.78186,-989.249329,602.763245,824.83783,-1068.984985,391.906036,748.304871,-856.740051,347.651825,727.453552,-796.38501,520.782654,772.557556
3826,0,-900.980164,384.303802,990.313538,-989.388367,603.9646,825.013123,-1069.007935,392.947479,748.708313,-856.868652,348.729919,728.071045,-796.502502,521.92218,772.92749
3827,0,-901.157654,385.799591,990.839722,-989.559143,605.192749,825.158447,-1069.267456,394.095032,749.226135,-856.99408,349.808929,728.649597,-796.675659,523.06781,773.209717
3828,0,-901.356689,387.300171,991.353699,-989.733154,606.40802,825.324768,-1069.396973,395.225311,749.719604,-857.096619,350.903717,729.218201,-796.8172,524.180603,773.579041
3829,0,-901.503906,388.757812,991.888977,-989.893066,607.63562,825.478577,-1069.504761,396.28949,750.181213,-857.198486,351.975006,729.847229,-796.966309,525.366943,773.879089
3830,0,-901.689575,390.261017,992.395386,-990.089294,608.85968,825.634827,-1069.612671,397.364197,750.653748,-857.313049,353.082855,730.426758,-797.102173,526.586914,774.21167
3831,0,-901.87854,391.749878,992.910645,-990.278809,610.050842,825.792419,-1069.736572,398.487762,751.091003,-857.423096,354.166382,730.971924,-797.246826,527.76416,774.547791
3832,0,-902.057434,393.241638,993.420288,-990.452698,611.272095,825.929443,-1069.848877,399.556061,751.551575,-857.507446,355.285797,731.550232,-797.414307,528.930237,774.875305
3833,0,-902.214905,394.731506,993.936096,-990.640686,612.484924,826.067932,-1069.953857,400.637177,752.004761,-857.588074,356.383545,732.138428,-797.583801,530.085266,775.194336
3834,0,-902.382629,396.220215,994.428772,-990.825989,613.68988,826.220642,-1070.170654,401.904144,752.412659,-857.676697,357.485992,732.7323,-797.711487,531.299805,775.532166
3835,0,-902.56842,397.728241,994.942383,-991.035278,614.876709,826.359863,-1070.175293,402.762817,752.912964,-857.752686,358.583588,733.289612,-797.877075,532.462219,775.847778
3836,0,-902.736877,399.213043,995.422363,-991.219238,616.081665,826.500671,-1070.283936,403.818207,753.368164,-857.837097,359.690033,733.872742,-798.031311,533.686829,776.177002
3837,0,-902.904846,400.696991,995.924561,-991.424744,617.291748,826.638733,-1070.418213,404.87149,753.800415,-857.935425,360.812469,734.438477,-798.181274,534.850098,776.517639
3838,0,-903.087646,402.195038,996.436401,-991.597839,618.486938,826.771851,-1070.513672,405.930084,754.266846,-858.0271,361.900421,735.030212,-798.32666,536.063477,776.809692
3839,0,-903.273743,403.693176,996.912476,-991.819519,619.704468,826.90332,-1070.727905,407.098389,754.733521,-858.102173,362.999908,735.572937,-798.478333,537.252441,777.14801
3840,0,-903.42041,405.182556,997.426147,-991.984375,620.903809,827.035706,-1070.798584,408.284302,755.08551,-858.184875,364.101715,736.145447,-798.627808,538.407898,777.429077
3841,0,-903.585571,406.689362,997.90094,-992.169373,622.117126,827.176086,-1070.937134,409.314087,755.597656,-858.256104,365.215118,736.711304,-798.781433,539.659729,777.773926
3842,0,-903.752014,408.180023,998.399841,-992.359192,623.341064,827.295166,-1070.92981,410.214844,756.010437,-858.355225,366.329834,737.285217,-798.922363,540.817261,778.085327
3843,0,-903.920898,409.708008,998.873962,-992.526855,624.557068,827.4505,-1071.131226,411.485626,756.419128,-858.418213,367.433685,737.829712,-799.082153,542.009155,778.379883
3844,0,-904.056885,411.18692,999.387817,-992.731079,625.75885,827.549316,-1071.135498,412.400665,756.906677,-858.494019,368.584503,738.388306,-799.23584,543.2052,778.667175
3845,0,-904.229858,412.730164,999.832825,-992.894653,626.991211,827.67981,-1071.196045,413.475494,757.325134,-858.599731,369.699463,738.945251,-799.339233,544.406677,778.983398
3846,0,-904.388855,414.225433,1000.3302,-993.082581,628.203735,827.809998,-1071.28772,414.549774,757.768127,-858.655518,370.819885,739.526978,-799.488647,545.636292,779.302002
3847,0,-904.552063,415.767395,1000.791565,-993.267151,629.42627,827.922791,-1071.421265,415.672943,758.199646,-858.736572,371.936951,740.088257,-799.650818,546.792175,779.574768
3848,0,-904.695251,417.272614,1001.265076,-993.438232,630.633301,828.032654,-1071.509521,416.740631,758.597473,-858.796448,373.080902,740.634766,-799.795837,548.016907,779.903442
3849,0,-904.847229,418.766998,1001.753113,-993.647095,631.872986,828.154053,-1071.573608,417.824188,759.039612,-858.863708,374.194031,741.19696,-799.931702,549.240662,780.180603
3850,0,-905.026062,420.308868,1002.22113,-993.84137,633.056091,828.273193,-1071.659912,418.875732,759.499939,-858.925842,375.325989,741.755676,-800.088257,550.450562,780.46875
3851,0,-905.166321,421.825958,1002.685303,-994.048462,634.287659,828.377625,-1071.733643,419.950256,759.910767,-858.976624,376.481995,742.300964,-800.210876,551.733337,780.774597
3852,0,-905.313721,423.341064,1003.156799,-994.232361,635.491699,828.492004,-1071.820312,421.030212,760.318237,-859.021973,377.616547,742.85144,-800.351624,552.923767,781.070923
3853,0,-905.468323,424.884247,1003.618958,-994.446655,636.697266,828.585999,-1071.873291,422.106445,760.719788,-859.081055,378.778961,743.398865,-800.539001,554.182373,781.363159
3854,0,-905.616455,426.414612,1004.072571,-994.645752,637.898926,828.694214,-1071.968384,423.152679,761.144287,-859.130737,379.896301,743.958313,-800.677917,555.380493,781.641846
3855,0,-905.748108,427.93924,1004.542725,-994.854065,639.100769,828.794922,-1072.015015,424.205658,761.574585,-859.140991,381.082703,744.493652,-800.801147,556.697388,781.98822
3856,0,-905.890503,429.473877,1005.011536,-995.061157,640.322998,828.905823,-1072.201172,425.418915,761.981384,-859.20636,382.155609,745.055359,-800.947205,557.96106,782.273865
3857,0,-906.037354,431.038391,1005.460144,-995.266785,641.523376,829.008423,-1072.273193,426.469727,762.393433,-859.213623,383.419647,745.59845,-801.08252,559.184998,782.544983
3858,0,-906.162292,432.570984,1005.923279,-995.474121,642.777466,829.115845,-1072.2229,427.391296,762.819336,-859.22876,384.565186,746.144714,-801.256775,560.401184,782.836426
3859,0,-906.280579,434.122803,1006.367676,-995.649719,643.987244,829.215332,-1072.251099,428.46582,763.227234,-859.272583,385.731384,746.697815,-801.387573,561.632812,783.095398
3860,0,-906.421631,435.662079,1006.837219,-995.827332,645.204102,829.28186,-1072.314453,429.554932,763.638977,-859.325745,386.819153,747.261169,-801.518066,562.89624,783.381775
3861,0,-906.539307,437.224091,1007.27356,-996.015869,646.448486,829.396851,-1072.372559,430.650909,764.094727,-859.361755,387.953583,747.808472,-801.627563,564.214417,783.687988
3862,0,-906.666199,438.797668,1007.718323,-996.178101,647.687622,829.480286,-1072.417358,431.733704,764.48053,-859.401428,389.153778,748.337524,-801.759949,565.415771,783.957031
3863,0,-906.77478,440.363678,1008.166565,-996.343872,648.949402,829.575806,-1072.459839,432.854309,764.898315,-859.421204,390.334106,748.886841,-801.863403,566.676147,784.216736
3864,0,-906.896851,441.93457,1008.616211,-996.494751,650.193909,829.674927,-1072.5625,433.989777,765.323914,-859.458252,391.491486,749.407837,-802.002136,567.933899,784.483337
3865,0,-907.003845,443.519623,1009.053711,-996.665039,651.430359,829.758362,-1072.592285,435.09729,765.745789,-859.492188,392.698883,749.942444,-802.086121,569.21344,784.762878
3866,0,-907.102356,445.085938,1009.497314,-996.809692,652.712402,829.843079,-1072.626587,436.19751,766.16156,-859.503845,393.861481,750.522034,-802.190247,570.499268,785.025513
3867,0,-907.205627,446.699127,1009.942627,-996.951904,653.966125,829.937134,-1072.674683,437.325653,766.618164,-859.527039,395.068481,751.019958,-802.302856,571.789124,785.280212
3868,0,-907.296509,448.302856,1010.381104,-997.124756,655.200562,830.012939,-1072.677979,438.444061,766.987,-859.55719,396.231812,751.557739,-802.393677,573.051636,785.551941
3869,0,-907.396545,449.906677,1010.831238,-997.284119,656.485962,830.101501,-1072.74707,439.559937,767.43335,-859.565979,397.433228,752.110229,-802.52063,574.369995,785.783936
3870,0,-907.496094,451.492126,1011.255371,-997.44873,657.758362,830.18158,-1072.892334,440.938354,767.746216,-859.573059,398.639191,752.654297,-802.605103,575.677979,786.078674
3871,0,-907.57782,453.091339,1011.703735,-997.612305,659.006592,830.22998,-1072.802002,441.818237,768.236877,-859.583008,399.866638,753.16156,-802.744324,576.94165,786.321899
3872,0,-907.68811,454.717743,1012.122009,-997.75824,660.29364,830.323303,-1072.838135,442.938599,768.658142,-859.575073,401.086365,753.693848,-802.847717,578.223694,786.570557
3873,0,-907.773682,456.315186,1012.560242,-997.924561,661.545593,830.39801,-1072.867188,444.076385,769.070068,-859.597229,402.272827,754.244873,-802.959167,579.520447,786.841553
3874,0,-907.860657,457.947205,1012.981628,-998.092407,662.812988,830.472351,-1072.898926,445.202118,769.471191,-859.580139,403.505951,754.784424,-803.052246,580.823792,787.068054
3875,0,-907.9505,459.548615,1013.42334,-998.239197,664.084473,830.531799,-1072.931152,446.346375,769.879211,-859.619446,404.684082,755.310059,-803.166016,582.148315,787.321289
3876,0,-908.045288,461.20108,1013.831238,-998.394104,665.358215,830.609192,-1072.946045,447.484558,770.283081,-859.599243,405.943909,755.803345,-803.242432,583.503906,787.59436
3877,0,-908.131897,462.823578,1014.251099,-998.565491,666.637878,830.648743,-1072.967041,448.612885,770.704285,-859.609253,407.180176,756.326355,-803.36908,584.759827,787.797546
3878,0,-908.203796,464.436707,1014.671448,-998.72937,667.918884,830.733704,-1072.983887,449.729858,771.115295,-859.546692,408.433563,756.871155,-803.486084,586.062988,788.057495
3879,0,-908.288452,466.086731,1015.090088,-998.894775,669.197998,830.778259,-1073.00647,450.865295,771.482666,-859.561279,409.644073,757.377136,-803.567139,587.416626,788.30249
3880,0,-908.368042,467.712006,1015.487915,-999.056458,670.470032,830.85553,-1073.014282,452.008087,771.891968,-859.558594,410.879364,757.88385,-803.665771,588.756348,788.544922
3881,0,-908.448181,469.367645,1015.911316,-999.207947,671.750183,830.9021,-1073.009521,453.151825,772.30658,-859.497742,412.144836,758.428528,-803.769043,590.088867,788.778931
3882,0,-908.503784,471.000214,1016.323181,-999.36499,673.027588,830.963074,-1073.03186,454.294708,772.687683,-859.492371,413.384918,758.943726,-803.865967,591.451172,789.012695
3883,0,-908.593933,472.648468,1016.722107,-999.513184,674.313049,831.000671,-1073.035522,455.432007,773.109558,-859.488892,414.640259,759.46936,-803.95575,592.74115,789.237854
3884,0,-908.657654,474.303833,1017.138245,-999.640015,675.621399,831.066345,-1073.038086,456.610382,773.523804,-859.47937,415.876221,759.968445,-804.043823,594.049316,789.445007
3885,0,-908.710999,475.962128,1017.554871,-999.73468,676.937012,831.127014,-1073.064209,457.813477,773.915283,-859.466553,417.161346,760.478699,-804.106689,595.357727,789.682678
3886,0,-908.770325,477.61499,1017.949585,-999.845886,678.266235,831.176025,-1073.098999,458.99762,774.323914,-859.478088,418.441803,760.961426,-804.189575,596.716064,789.928101
3887,0,-908.839539,479.270538,1018.343567,-999.929199,679.576904,831.216858,-1073.110474,460.226166,774.738831,-859.476196,419.68219,761.495117,-804.232239,598.009705,790.156738
3888,0,-908.890442,480.954865,1018.746826,-1000.024902,680.906311,831.272339,-1073.123047,461.386353,775.163086,-859.486572,420.907166,761.979919,-804.28772,599.322998,790.355713
3889,0,-908.933655,482.643799,1019.14325,-1000.096191,682.237366,831.306885,-1073.133667,462.61142,775.602112,-859.448181,422.304077,762.438416,-804.363281,600.62793,790.541321
3890,0,-908.977417,484.295258,1019.537354,-1000.145813,683.583801,831.34375,-1073.143677,463.873535,775.982605,-859.491577,423.448364,762.962891,-804.392395,601.931152,790.723511
3891,0,-909.031677,485.982697,1019.920715,-1000.215393,684.924988,831.400818,-1073.192261,465.114563,776.37915,-859.52124,424.721222,763.477234,-804.460693,603.240723,790.911499
3892,0,-909.075439,487.681213,1020.294434,-1000.258301,686.269592,831.44458,-1073.342529,466.550751,776.754211,-859.518005,425.951019,763.970398,-804.48877,604.57428,791.136902
3893,0,-909.095825,489.3638,1020.684265,-1000.315552,687.607849,831.453064,-1073.250122,467.60498,777.219421,-859.531006,427.219269,764.453003,-804.525635,605.899841,791.335815
3894,0,-909.131836,491.057007,1021.074158,-1000.36499,688.982849,831.524231,-1073.244263,468.828308,777.655457,-859.554321,428.47879,764.959167,-804.567688,607.168823,791.510376
3895,0,-909.162781,492.73587,1021.452209,-1000.39624,690.321716,831.53833,-1073.27124,470.088898,778.052856,-859.565491,429.734009,765.468689,-804.588806,608.495544,791.699036
3896,0,-909.211487,494.442383,1021.827209,-1000.463257,691.685486,831.574585,-1073.294922,471.355164,778.464233,-859.571411,430.986755,765.96167,-804.625305,609.778809,791.89032
3897,0,-909.226562,496.128693,1022.199158,-1000.462646,693.040466,831.620972,-1073.314697,472.62088,778.870911,-859.585266,432.246216,766.440491,-804.640076,611.114075,792.09198
3898,0,-909.264893,497.84024,1022.597656,-1000.511047,694.432556,831.636169,-1073.335815,473.894501,779.255615,-859.602539,433.489563,766.933899,-804.645447,612.460815,792.295654
3899,0,-909.275146,499.534973,1022.932983,-1000.531189,695.789978,831.672485,-1073.361694,475.188324,779.668457,-859.632996,434.756836,767.412354,-804.682312,613.720276,792.445435
3900,0,-909.311768,501.242645,1023.325195,-1000.563293,697.157349,831.681152,-1073.357056,476.388123,780.119263,-859.639832,436.033936,767.903625,-804.720947,615.027161,792.610046
3901,0,-909.326233,502.955688,1023.65625,-1000.564453,698.538269,831.71051,-1073.378906,477.735962,780.483276,-859.649902,437.268646,768.370544,-804.721863,616.322693,792.79425
3902,0,-909.324951,504.655792,1024.039062,-1000.603943,699.913635,831.719666,-1073.375977,478.95163,780.920959,-859.656555,438.56015,768.828979,-804.746399,617.655884,792.962646
3903,0,-909.380127,506.36499,1024.398926,-1000.625732,701.261108,831.744019,-1073.38916,480.320465,781.270203,-859.664062,439.821228,769.323975,-804.775208,618.945923,793.125061
3904,0,-909.383301,508.070038,1024.76001,-1000.657898,702.639343,831.748535,-1073.442139,481.506592,781.721069,-859.695618,441.094543,769.796082,-804.758545,620.333557,793.320312
3905,0,-909.419067,509.773132,1025.08252,-1000.668518,703.985474,831.75946,-1073.409668,482.828705,782.066467,-859.698853,442.353638,770.274414,-804.786621,621.619507,793.462891
3906,0,-909.416382,511.469971,1025.443848,-1000.718445,705.376282,831.776123,-1073.411133,484.078369,782.487549,-859.682007,443.61676,770.722412,-804.805847,622.928345,793.623474
3907,0,-909.44342,513.193481,1025.804565,-1000.736328,706.703491,831.768433,-1073.454834,485.385223,782.848022,-859.686584,444.910614,771.185608,-804.85614,624.243652,793.783447
3908,0,-909.454041,514.903503,1026.142944,-1000.789978,708.097046,831.768677,-1073.40979,486.547729,783.259644,-859.672607,446.202148,771.655579,-804.858826,625.536804,793.937622
3909,0,-909.479126,516.607117,1026.469971,-1000.822449,709.411804,831.785583,-1073.410278,487.852997,783.625732,-859.648621,447.469543,772.136719,-804.875854,626.924805,794.129211
3910,0,-909.472778,518.320801,1026.796997,-1000.878601,710.798767,831.788696,-1073.404907,489.090302,783.98175,-859.627808,448.777527,772.564148,-804.916992,628.206238,794.270874
3911,0,-909.468323,520.024597,1027.150391,-1000.893372,712.14093,831.787415,-1073.381348,490.398926,784.368225,-859.631042,450.015961,773.008118,-804.935913,629.584534,794.439819
3912,0,-909.492493,521.763672,1027.467529,-1000.940308,713.486023,831.765808,-1073.354248,491.595917,784.784607,-859.588806,451.325775,773.475037,-804.983582,630.920715,794.564575
3913,0,-909.465271,523.461853,1027.810181,-1000.962402,714.855835,831.769531,-1073.350952,492.815247,785.15918,-859.577271,452.567688,773.958923,-804.983154,632.241455,794.701416
3914,0,-909.479858,525.189026,1028.109131,-1000.982788,716.220703,831.751465,-1073.352173,494.15509,785.504517,-859.561462,453.857849,774.412903,-804.989746,633.573181,794.8479
3915,0,-909.477783,526.890564,1028.441772,-1000.98468,717.592957,831.747559,-1073.345581,495.515228,785.861633,-859.562988,455.159393,774.818848,-805.004944,634.867249,794.968079
3916,0,-909.491089,528.615845,1028.775879,-1001.007202,718.970703,831.750977,-1073.342896,496.783752,786.227905,-859.550171,456.431274,775.265015,-805.004089,636.267761,795.159119
3917,0,-909.493835,530.348145,1029.08252,-1000.997803,720.333679,831.713684,-1073.342041,497.993744,786.672791,-859.55658,457.699341,775.715332,-804.981201,637.557007,795.263855
3918,0,-909.494446,532.041992,1029.388672,-1000.99884,721.723267,831.709778,-1073.355347,499.316406,787.027283,-859.564148,458.99469,776.172302,-805.001343,638.911865,795.424927
3919,0,-909.496887,533.799194,1029.705688,-1000.984924,723.074402,831.676025,-1073.372925,500.611176,787.398743,-859.556824,460.267731,776.616211,-805.024048,640.1604,795.50061
3920,0,-909.50061,535.489502,1030.0177,-1000.987427,724.429749,831.666565,-1073.373047,501.92099,787.730774,-859.586365,461.555878,777.037292,-805.030579,641.476135,795.598694
3921,0,-909.518311,537.24115,1030.320801,-1000.942932,725.766296,831.64093,-1073.394287,503.212219,788.110168,-859.571289,462.866058,777.462646,-805.062622,642.766724,795.719788
