Frame,Timestamp,Translation_X,Translation_Y,Translation_Z,Rotation_X,Rotation_Y,Rotation_Z,Pose_Confidence,Tracking_State,Spatial_Memory,Odometry,Tracking_Fusion
0,1761213120763,0.0,0.0,0.0,0.0,0.0,0.0,,,cuVSLAM,,
1,1761213120796,1.7645834013819695,7.252074778079987,-0.6890473887324333,-0.009159929719472838,0.0032780615455686294,-0.0062949012854932275,,,cuVSLAM,,
2,1761213120830,3.2920942176133394,14.260053634643555,-2.170698018744588,-0.01780303210110999,0.005651274910841732,-0.00999146247146811,,,cuVSLAM,,
3,1761213120863,4.789798520505428,20.75837180018425,-3.4819776192307472,-0.0253642656864222,0.00797705699470429,-0.012683721909522286,,,cuVSLAM,,
4,1761213120897,6.332189776003361,26.081716641783714,-4.823491908609867,-0.031878872943060306,0.010104974852742313,-0.017580516728599647,,,cuVSLAM,,
5,1761213120930,7.814553566277027,30.702080577611923,-6.210759747773409,-0.03708004721279113,0.011979348614111176,-0.020287232041745464,,,cuVSLAM,,
6,1761213120963,9.064948186278343,34.58569943904877,-7.057374343276024,-0.04085564502928822,0.01441555495639863,-0.01884430516404726,,,cuVSLAM,,
7,1761213120997,10.424893349409103,37.721894681453705,-8.555866777896881,-0.04401272869711426,0.016265840206011954,-0.021215560308698065,,,cuVSLAM,,
8,1761213121030,11.316531337797642,39.937928318977356,-9.614923968911171,-0.04653225444824017,0.017503773730520245,-0.02225559788497991,,,cuVSLAM,,
9,1761213121064,11.586304754018784,41.498467326164246,-10.24021115154028,-0.04832052823156808,0.018021073644618888,-0.0207324817017795,,,cuVSLAM,,
10,1761213121097,11.547092348337173,41.82736203074455,-10.72076614946127,-0.04954720286418512,0.018150822299318102,-0.021794674391923043,,,cuVSLAM,,
11,1761213121130,11.319820769131184,41.17483273148537,-10.738612152636051,-0.04915484918059898,0.017833727340979925,-0.02150783010122295,,,cuVSLAM,,
12,1761213121164,10.444608516991138,38.94592449069023,-10.256457142531872,-0.04692103767931793,0.01707008036544194,-0.01698961404385072,,,cuVSLAM,,
13,1761213121197,9.289257228374481,35.43621674180031,-9.746411815285683,-0.04267382690613358,0.01581521330150791,-0.011982003950968436,,,cuVSLAM,,
14,1761213121231,8.086656220257282,30.35840578377247,-8.900612592697144,-0.036282137300655916,0.014401969155116967,-0.008225895922264857,,,cuVSLAM,,
15,1761213121264,6.890241056680679,23.68016168475151,-8.183560334146023,-0.027500087539996096,0.012844718340237872,-0.005274299430359567,,,cuVSLAM,,
16,1761213121297,5.702956113964319,15.334734693169594,-7.137618027627468,-0.015933513230599463,0.011906631835915381,0.0008215669007393055,,,cuVSLAM,,
17,1761213121331,4.721703473478556,6.0308147221803665,-6.394155323505402,-0.0023675343781390714,0.0107230145378663,0.007150555976493538,,,cuVSLAM,,
18,1761213121364,3.964991308748722,-4.775325767695904,-5.983627401292324,0.01219135107593181,0.00927858343523972,0.010479576502358416,,,cuVSLAM,,
19,1761213121398,3.2237600535154343,-16.445035114884377,-5.689817946404219,0.027047140992764764,0.007372736562325038,0.011941206103755719,,,cuVSLAM,,
20,1761213121431,2.2880425676703453,-28.62929180264473,-5.7266512885689735,0.041930556558344254,0.004532032049523751,0.01395021272319541,,,cuVSLAM,,
21,1761213121465,1.2875646352767944,-41.68200120329857,-6.03817030787468,0.05685416315585931,0.0014906081803588984,0.014822214267124776,,,cuVSLAM,,
22,1761213121498,0.08459389209747314,-55.31058460474014,-6.390105001628399,0.07186914547494978,-0.0015242812146016675,0.014353383439502217,,,cuVSLAM,,
23,1761213121531,-1.3112890301272273,-69.54631209373474,-6.9401441141963005,0.08694314826502264,-0.00438275590723893,0.012088480868281105,,,cuVSLAM,,
24,1761213121565,-2.916783094406128,-84.03122425079346,-7.915176451206207,0.10171537723339316,-0.007226019029728609,0.00966550421672142,,,cuVSLAM,,
25,1761213121598,-4.8200334422290325,-99.13856536149979,-9.167838841676712,0.11625101498821874,-0.01004292459414709,0.006930509631004528,,,cuVSLAM,,
26,1761213121632,-6.922587752342224,-114.81397598981857,-10.888809338212013,0.13174825518721997,-0.012796491174440797,0.0058820319537822505,,,cuVSLAM,,
27,1761213121665,-8.983501233160496,-131.08377158641815,-13.000279664993286,0.14802583077051032,-0.014952698216703628,0.004338006269422545,,,cuVSLAM,,
28,1761213121698,-10.934497229754925,-147.9073464870453,-15.469195321202278,0.16446965657150772,-0.016607683225631078,-0.0018173827019374112,,,cuVSLAM,,
29,1761213121732,-13.306346721947193,-165.5501425266266,-18.788505345582962,0.18176034427074128,-0.01920414210931577,-0.004848433875390543,,,cuVSLAM,,
30,1761213121765,-15.78364148736,-182.98952281475067,-21.979553624987602,0.19954189934370276,-0.021927226472164045,-0.007214040821662447,,,cuVSLAM,,
31,1761213121798,-17.998218536376953,-201.01092755794525,-26.354622095823288,0.2180133003048945,-0.024550655776337166,-0.012318254906395919,,,cuVSLAM,,
32,1761213121832,-20.11948451399803,-218.87017786502838,-30.676348134875298,0.23669072784139056,-0.026748029418799054,-0.016699255083297455,,,cuVSLAM,,
33,1761213121865,-22.370612248778343,-237.1653914451599,-35.49044579267502,0.2561998283835997,-0.029319313182315353,-0.01798165510027003,,,cuVSLAM,,
34,1761213121898,-24.43663217127323,-254.92334365844727,-40.835075080394745,0.27565499547803446,-0.03125509984275818,-0.020215183553273872,,,cuVSLAM,,
35,1761213121931,-26.273876428604126,-272.04492688179016,-46.48222029209137,0.2941234827253911,-0.03222936654517614,-0.026285285106655457,,,cuVSLAM,,
36,1761213121965,-27.83859148621559,-289.43249583244324,-51.96325108408928,0.3125124982428715,-0.03294128713379218,-0.030810411937997464,,,cuVSLAM,,
37,1761213121998,-29.54339049756527,-305.4879903793335,-57.65243247151375,0.3307875399204162,-0.033994353510454704,-0.03422691774589608,,,cuVSLAM,,
38,1761213122031,-31.35709837079048,-321.42770290374756,-63.452720642089844,0.3487002514094508,-0.035200727911829606,-0.036370303491608434,,,cuVSLAM,,
39,1761213122065,-33.23815017938614,-336.46613359451294,-69.58066672086716,0.365444421983263,-0.03658931351498812,-0.04007665397714992,,,cuVSLAM,,
40,1761213122098,-35.38058698177338,-349.5486378669739,-75.43487101793289,0.3807014778447086,-0.038742001198181275,-0.04265777047191913,,,cuVSLAM,,
41,1761213122131,-37.69064322113991,-362.66112327575684,-81.93331211805344,0.3950658951032823,-0.04165129959999262,-0.04360352368373381,,,cuVSLAM,,
42,1761213122165,-39.88613188266754,-375.486820936203,-87.45713531970978,0.40841900857544233,-0.04329464646905167,-0.04716737566107615,,,cuVSLAM,,
43,1761213122198,-42.26595163345337,-387.4053359031677,-93.52733939886093,0.42057502222732807,-0.045540084119343426,-0.049594776767684416,,,cuVSLAM,,
44,1761213122231,-44.60819438099861,-399.5697498321533,-99.76635873317719,0.4328295047643083,-0.047824361401849924,-0.0517493486529284,,,cuVSLAM,,
45,1761213122265,-47.05136641860008,-411.96590662002563,-106.28648102283478,0.4453726245206284,-0.050016026393126266,-0.05541771952640079,,,cuVSLAM,,
46,1761213122298,-49.43974316120148,-424.8872101306915,-113.41199278831482,0.45828572673836504,-0.05242456652672169,-0.058355076791493286,,,cuVSLAM,,
47,1761213122331,-52.17527970671654,-436.80539727211,-120.09947001934052,0.47147821980692006,-0.05454924495769796,-0.06295696618671728,,,cuVSLAM,,
48,1761213122365,-55.046405643224716,-447.9930102825165,-127.03660130500793,0.4849024621312715,-0.057615768857730724,-0.06623847583604316,,,cuVSLAM,,
49,1761213122398,-57.6823353767395,-460.8073830604553,-135.62211394309998,0.49926232190611686,-0.06147088294362175,-0.06789757973667061,,,cuVSLAM,,
50,1761213122431,-60.32274663448334,-472.5308418273926,-143.66276562213898,0.514290460460199,-0.06399803407273655,-0.07223141845694843,,,cuVSLAM,,
51,1761213122465,-62.46094033122063,-485.17683148384094,-152.43209898471832,0.530054218619736,-0.06529279710889983,-0.0797866424865302,,,cuVSLAM,,
52,1761213122498,-64.49583917856216,-497.33397364616394,-161.8342250585556,0.5462827639674347,-0.06870905146374122,-0.08167855161044542,,,cuVSLAM,,
53,1761213122531,-66.44124537706375,-508.58747959136963,-171.03305459022522,0.5623899816953875,-0.07168268469367862,-0.0848892105209478,,,cuVSLAM,,
54,1761213122564,-68.15929710865021,-519.920289516449,-180.05777895450592,0.578225359086902,-0.07296674114639343,-0.09124701502886887,,,cuVSLAM,,
55,1761213122598,-69.60839778184891,-531.4732193946838,-189.1733855009079,0.5939912707241083,-0.07512421190609767,-0.09313101118264476,,,cuVSLAM,,
56,1761213122631,-71.18159532546997,-541.9892072677612,-198.69652390480042,0.609318027473143,-0.07777790302382499,-0.09548001589643373,,,cuVSLAM,,
57,1761213122664,-72.79617339372635,-552.0246028900146,-207.87742733955383,0.6240948154243529,-0.0804887659711976,-0.09821191158398557,,,cuVSLAM,,
58,1761213122698,-74.32509958744049,-561.1223578453064,-217.35231578350067,0.6375610595123078,-0.08402023639077336,-0.10118189594055622,,,cuVSLAM,,
59,1761213122731,-76.0398581624031,-569.5825219154358,-226.1926829814911,0.6501225605740393,-0.08714717824700675,-0.10580134439623842,,,cuVSLAM,,
